popularity,image,speechiness,rank,href,year,acousticness,danceability,preview,energy,tempo,instrumentalness,key,duration_ms,name,artist,liveness,explicit,mode,time_signature,loudness,valence
36,https://i.scdn.co/image/0d451c1651d2ee72df288a1281d30901add59499,0.0361,92,https://open.spotify.com/track/2cu8WtQZdxGe3lbetlzeNe,1991,0.0875,0.64,,0.46,127.126,0.000159,2,294333,All This Time,Sting,0.0543,0,1,4,-13.05,0.416
53,https://i.scdn.co/image/8cfc91c88233e99bf28d988109e2b62756d8d0c4,0.0327,93,https://open.spotify.com/track/69Tyiih00ZZKboHFnXp0VF,1991,0.357,0.681,https://p.scdn.co/mp3-preview/8f35af9993a3adb8195b962b7916fa2ac4c5b54d?cid=b1f28da8553c44beb65edac3ed1abac7,0.697,119.956,0,4,223666,The One and Only,Chesney Hawkes,0.388,0,1,4,-11.063,0.775
57,https://i.scdn.co/image/6c559d516e62a8ee5d277b4b03579a84aa686fa8,0.0654,94,https://open.spotify.com/track/6w90kC2LFqkp2H9ZH8bp09,1991,0.00598,0.765,https://p.scdn.co/mp3-preview/50ae5ef909d9fe8f7cec4906c44a876311855dce?cid=b1f28da8553c44beb65edac3ed1abac7,0.867,97.746,0,4,250462,O.P.P. (Re-Recorded),Naughty By Nature,0.104,0,0,4,-11.523,0.692
65,https://i.scdn.co/image/c4e59e3b78b463cea3c86d6b6f9ea10601d57b51,0.045,95,https://open.spotify.com/track/3tyTt5pEWblt96j1HsXiV5,1991,0.225,0.677,https://p.scdn.co/mp3-preview/412a31c96267ab9b92c3903a0662ace4111ea70a?cid=b1f28da8553c44beb65edac3ed1abac7,0.852,91.691,3.95e-05,5,390861,Freedom! '90 - Remastered,George Michael,0.0595,0,1,4,-10.856,0.93
45,https://i.scdn.co/image/55093e4a972efad1c1a95a15975516cc45fea816,0.0269,96,https://open.spotify.com/track/0bhGTfpajLMjcYGMwWHy9p,1991,0.242,0.52,https://p.scdn.co/mp3-preview/4ead9225585aa8a030f48d817bfac2fdb414a81f?cid=b1f28da8553c44beb65edac3ed1abac7,0.629,84.895,0,7,226800,I Saw Red,Warrant,0.18,0,1,4,-7.156,0.432
47,https://i.scdn.co/image/8c489e3d6f23a5eeff9283464fad263e47731388,0.0305,97,https://open.spotify.com/track/3Bzh1AtiViTIaZV6yqySZH,1991,0.0661,0.363,https://p.scdn.co/mp3-preview/f99c30c28944032130a53892a3ec946a139b79c4?cid=b1f28da8553c44beb65edac3ed1abac7,0.528,182.21,0,5,252866,Miles Away,Winger,0.334,0,1,4,-10.08,0.317
29,https://i.scdn.co/image/a622c9171285abdb13aeb5b6c7f79572cf8e59af,0.0455,99,https://open.spotify.com/track/53Ttk5sOEtlJvOZmv16aQn,1991,0.155,0.654,https://p.scdn.co/mp3-preview/2c22c4f505b250225e7025f7c95cbce29b2a8207?cid=b1f28da8553c44beb65edac3ed1abac7,0.837,116.0,0,9,238013,The Motown Song - 2008 Remastered Version,Rod Stewart with the Temptations,0.113,0,1,4,-6.121,0.778
55,https://i.scdn.co/image/155929d96c9144ce59814845ece9e5938a927223,0.0351,100,https://open.spotify.com/track/1v2zyAJrChw5JnfafSkwkJ,1991,0.0338,0.454,,0.901,124.56,0.0599,9,225786,Shiny Happy People,R.E.M.,0.198,0,1,4,-3.961,0.788
61,https://i.scdn.co/image/a71b46bad155e2d98c5e19e47589b7cd8353859f,0.0249,1,https://open.spotify.com/track/3l3xTXsUXeWlkPqzMs7mPD,1992,0.079,0.642,,0.423,149.61,0,5,351466,End Of The Road,Boyz II Men,0.0663,0,0,3,-9.283,0.505
66,https://i.scdn.co/image/a9821f7e0161325d14e3f3d63ac319ff5603c30b,0.164,3,https://open.spotify.com/track/27AHAtAirQapVldIm4c9ZX,1992,0.000501,0.749,https://p.scdn.co/mp3-preview/048216266ed154b08ed225829b61aaaaff8e5b93?cid=b1f28da8553c44beb65edac3ed1abac7,0.745,101.972,0.00403,2,195106,Jump,Kris Kross,0.333,0,1,4,-10.625,0.481
49,https://i.scdn.co/image/de62f827a94254c3837dc3525eb2475fa308cfd8,0.0306,4,https://open.spotify.com/track/7okbmgA8lRBGl5limZ7LFM,1992,0.651,0.521,,0.26,96.02,0,3,218733,Save The Best For Last,Vanessa Williams,0.156,0,1,4,-15.871,0.219
71,https://i.scdn.co/image/10f4d207d46596b6df8f2f965ba2f966611ea392,0.0313,6,https://open.spotify.com/track/612VcBshQcy4mpB2utGc3H,1992,0.8,0.695,https://p.scdn.co/mp3-preview/6db51a706aa23e959e1f3ee27f26848ec81ff812?cid=b1f28da8553c44beb65edac3ed1abac7,0.336,79.109,0.00264,9,280000,Tears In Heaven,Eric Clapton,0.701,0,1,4,-12.999,0.422
54,https://i.scdn.co/image/3856ebadd8a1544d60a108b79a40b2752fecb2f6,0.0613,7,https://open.spotify.com/track/3R97rNX7JnmshCWBwOSFet,1992,0.0318,0.767,https://p.scdn.co/mp3-preview/5d8d1f7fe6368ceedc942ec7787cfc157a772a11?cid=b1f28da8553c44beb65edac3ed1abac7,0.839,98.055,9.31e-06,8,281613,My Lovin' (You're Never Gonna Get It),En Vogue,0.111,0,1,4,-5.519,0.461
80,https://i.scdn.co/image/5a6a1c6514398dc4004c6348a83d77694a3883d4,0.0459,8,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,1992,0.0576,0.559,https://p.scdn.co/mp3-preview/90e41778392f27b6f7dd82db4c90916b3727aa6a?cid=b1f28da8553c44beb65edac3ed1abac7,0.345,84.581,0.000105,4,264306,Under The Bridge,Red Hot Chili Peppers,0.141,0,1,4,-13.496,0.458
46,https://i.scdn.co/image/4a50ba75506457efb9d5fd09967f1e6886acaf78,0.0315,9,https://open.spotify.com/track/4XmsMIMjvDIFEjeY3ycMzW,1992,0.0347,0.807,https://p.scdn.co/mp3-preview/f3fc36fb3cb3e12753936c9351e27922da7ca3c5?cid=b1f28da8553c44beb65edac3ed1abac7,0.75,106.389,0.00017,2,211493,All 4 Love,Color Me Badd,0.149,0,1,4,-8.29,0.797
56,https://i.scdn.co/image/74ad1ef5c3df1ae03828e41f2dd5df0661526c16,0.0287,10,https://open.spotify.com/track/5AoBNJQDXXEnIJGjJjZu3y,1992,0.0194,0.717,,0.642,105.894,0.000249,1,327426,Just Another Day,Jon Secada,0.043,0,1,4,-10.727,0.732
48,https://i.scdn.co/image/37030f7fca9def744eae00c9efc473a346f251c1,0.137,11,https://open.spotify.com/track/5BE3DOk0C26VCMxxT84bec,1992,0.0119,0.669,,0.813,93.905,9.58e-06,5,259626,I Love Your Smile,Shanice,0.135,0,0,4,-9.707,0.737
68,https://i.scdn.co/image/77aeaa79a61def02013f987a8190c71c6fd7cdf6,0.0535,12,https://open.spotify.com/track/3Mmt6Xk0H6VR92PEp6x3hP,1992,0.286,0.688,https://p.scdn.co/mp3-preview/80fffd2479bd0f60353c82250dba7a453e0f6120?cid=b1f28da8553c44beb65edac3ed1abac7,0.375,83.635,0,4,210480,To Be With You - 2010 Remastered Version,Mr. Big,0.133,0,1,4,-9.601,0.45
54,https://i.scdn.co/image/d64c3bd32d90b2860ae8e0cc68eef6c380ed94f7,0.0495,13,https://open.spotify.com/track/2WElktskrNJEwgpp5Vouxk,1992,4.91e-05,0.683,https://p.scdn.co/mp3-preview/37530f88dc9014309da9561203f9b53404801e44?cid=b1f28da8553c44beb65edac3ed1abac7,0.739,122.113,0.0122,11,170466,I'm Too Sexy,Right Said Fred,0.293,0,0,4,-12.831,0.836
68,https://i.scdn.co/image/528e0d05f445e9e16b46b0923c62ca950ace7e7b,0.0495,14,https://open.spotify.com/track/2Cy7QY8HPLk925AyNAt6OG,1992,0.0824,0.741,https://p.scdn.co/mp3-preview/2b6e89f6ad480deed492b01d5a63aabeaa6af1ff?cid=b1f28da8553c44beb65edac3ed1abac7,0.894,114.869,0.0527,4,202853,Black or White - Single Version,Michael Jackson,0.089,0,1,4,-3.826,0.96
54,https://i.scdn.co/image/7e529991e0e57686e71169f33b78f2642da2c7f2,0.0306,15,https://open.spotify.com/track/2EoIt9vdgFRNW03u5IvFsQ,1992,0.0711,0.795,,0.582,121.798,0,9,203373,Achy Breaky Heart,Billy Ray Cyrus,0.12,0,1,4,-10.156,0.965
43,https://i.scdn.co/image/a3a08c33f8f9b84029045828fc98b7f77aa54de3,0.0315,16,https://open.spotify.com/track/5jI2ApByK8KJeWVU39oRO4,1992,0.716,0.404,https://p.scdn.co/mp3-preview/7654c2c1987babd5b43a53ac4b395947744a0c6f?cid=b1f28da8553c44beb65edac3ed1abac7,0.511,82.025,0,5,264160,I'll Be There,Mariah Carey,0.871,0,1,4,-9.427,0.279
68,https://i.scdn.co/image/fa10c6d51c37a2306b3a610241d32d46101fc9c6,0.0306,17,https://open.spotify.com/track/3YRCqOhFifThpSRFJ1VWFM,1992,0.0203,0.217,,0.628,77.785,0.32,11,537506,November Rain,Guns N' Roses,0.143,0,1,4,-9.286,0.274
58,https://i.scdn.co/image/c531add351c968225e55afd6df6e2874a79ffdca,0.0346,18,https://open.spotify.com/track/0hKF8N8aflF1uDzEEnPr2j,1992,0.0681,0.683,,0.751,103.036,8.36e-06,5,266240,Life Is A Highway,Tom Cochrane,0.248,0,1,4,-10.184,0.841
67,https://i.scdn.co/image/0ff8d93c8ffd52b14c30a00db33ef8dab7b4f19d,0.0581,19,https://open.spotify.com/track/4jnFqNWeJCeCRHc4HCdxfd,1992,0.153,0.831,https://p.scdn.co/mp3-preview/900f644f1c0fac46930083cb771013ef9cf50144?cid=b1f28da8553c44beb65edac3ed1abac7,0.921,108.002,0.00213,5,239226,Remember the Time,Michael Jackson,0.305,0,0,4,-2.383,0.794
49,https://i.scdn.co/image/6d1bfdf600af9e17e7656c8fb6d818629e4c17a0,0.0474,20,https://open.spotify.com/track/0uqvSVhGgQTIdj9G51vhvv,1992,0.00757,0.807,,0.653,120.08,0,7,245000,Finally,CeCe Peniston,0.0505,0,1,4,-11.01,0.845
41,https://i.scdn.co/image/64962583cd9a21a7d61582f818c15702794561e7,0.0264,21,https://open.spotify.com/track/637V2ymBt4Ljlbz4EmRys8,1992,0.754,0.499,https://p.scdn.co/mp3-preview/7ae8225da79feeee00a784067afe5ea30f44341b?cid=b1f28da8553c44beb65edac3ed1abac7,0.308,75.91,0.000928,7,310266,This Used To Be My Playground,Madonna,0.125,0,0,4,-11.692,0.0708
41,https://i.scdn.co/image/bf247b104a77911beced8c8ba08deac3410a0b5e,0.0248,22,https://open.spotify.com/track/3CUV8wsoTTKznGpEovrnZw,1992,0.35,0.557,,0.448,82.98,0,10,267600,Sometimes Love Just Ain't Enough,Patty Smyth,0.213,0,1,4,-10.677,0.272
48,https://i.scdn.co/image/2424877af9fa273690b688462c5afbad678c5072,0.0408,23,https://open.spotify.com/track/0ikbcCJIJaY9sKEivAXJ4I,1992,0.591,0.477,https://p.scdn.co/mp3-preview/3aa283f776cce8d6499d49fe343e8b5b096464c5?cid=b1f28da8553c44beb65edac3ed1abac7,0.533,162.368,0.00685,10,266560,Can't Let Go,Mariah Carey,0.139,0,1,4,-11.049,0.18
72,https://i.scdn.co/image/11fa0b42ce942dc15e66ae3b0ffa3d10cae0fc10,0.0793,24,https://open.spotify.com/track/3TZwjdclvWt7iPJUnMpgcs,1992,0.0113,0.854,https://p.scdn.co/mp3-preview/8c0563c907c9415db2c1f73220340325d27dd84d?cid=b1f28da8553c44beb65edac3ed1abac7,0.71,106.894,8.72e-05,4,214946,Jump Around,House Of Pain,0.166,0,0,4,-6.32,0.818
46,https://i.scdn.co/image/3e33247313774a0f0f78899dbc693488313d0585,0.0328,25,https://open.spotify.com/track/7IoLw1bECmOSWcm2u9SmRH,1992,0.0532,0.549,https://p.scdn.co/mp3-preview/bda42ad0fe8e5ee27e54e3a3ac9f2091a86716ae?cid=b1f28da8553c44beb65edac3ed1abac7,0.547,81.05,0.321,7,285266,Diamonds And Pearls,Prince,0.0655,0,1,4,-10.119,0.288
58,https://i.scdn.co/image/9a60ed4162d22cdb7d07ddb182e4183845dd1b1a,0.0289,26,https://open.spotify.com/track/0q90594hk25yo0xZmBTqCd,1992,0.501,0.432,https://p.scdn.co/mp3-preview/5b030d6dd95a91096f8d5bbe84a9eef1af25a3ee?cid=b1f28da8553c44beb65edac3ed1abac7,0.551,136.465,1.77e-06,0,346960,Don't Let the Sun Go Down on Me,George Michael,0.472,0,1,4,-8.096,0.253
45,https://i.scdn.co/image/e8f46d615a0381557fbc6202bde7341596bf182c,0.0259,27,https://open.spotify.com/track/2sm3HfTCt3O6R6qUc5f6xb,1992,0.492,0.642,https://p.scdn.co/mp3-preview/e5a63d31634daddda7baa685f5b18d268b761999?cid=b1f28da8553c44beb65edac3ed1abac7,0.448,137.831,1.74e-05,5,295346,Masterpiece,Atlantic Starr,0.0646,0,0,4,-10.418,0.299
46,https://i.scdn.co/image/3856ebadd8a1544d60a108b79a40b2752fecb2f6,0.0405,29,https://open.spotify.com/track/4htbAEZWr53J08x3dUv00W,1992,0.306,0.496,https://p.scdn.co/mp3-preview/51b83bbc0f2433ef9e887e3d0c889cf1ce9ea887?cid=b1f28da8553c44beb65edac3ed1abac7,0.298,203.824,1.72e-06,9,235706,Giving Him Something He Can Feel,En Vogue,0.0875,0,0,3,-10.175,0.705
37,https://i.scdn.co/image/6483532d1f69cad54a6f9b47d9ef1319b71d9676,0.0746,30,https://open.spotify.com/track/4ScNzmyZZId9kGK9iXuqjn,1992,0.0867,0.745,https://p.scdn.co/mp3-preview/016c78e6c5a052e553be1e376050b7f7ec2a786b?cid=b1f28da8553c44beb65edac3ed1abac7,0.891,106.641,0,11,262333,Live and Learn,Joe Public,0.124,0,0,4,-9.464,0.654
57,https://i.scdn.co/image/66886341d84c4c1e94f8659184825c9a0f479347,0.295,31,https://open.spotify.com/track/5xE7sFTlv2yrG9mmhDSpdq,1992,0.0262,0.72,https://p.scdn.co/mp3-preview/6c3bfa482e034468851260335a1ffa813ee12fae?cid=b1f28da8553c44beb65edac3ed1abac7,0.657,172.168,2.33e-06,11,295386,Come And Talk To Me Remix,Jodeci,0.209,0,0,4,-6.823,0.657
74,https://i.scdn.co/image/52b8f5143396bb96c5e801b2c05f7dd51acafb5e,0.0658,32,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T,1992,2.86e-05,0.516,,0.906,116.775,0.000101,1,301920,Smells Like Teen Spirit,Nirvana,0.105,0,1,4,-4.525,0.728
39,https://i.scdn.co/image/a22796d2bbe183a5b7b2fa47a2d10a51093bb457,0.0417,33,https://open.spotify.com/track/6NVRYaGyZX2aWGtPnSqDgA,1992,0.00246,0.723,,0.797,110.157,0.175,1,378493,Humpin' Around,Bobby Brown,0.0476,0,1,4,-7.271,0.583
47,https://i.scdn.co/image/f4a26b997f7f5fee1fe18e4e927d0ec1fd16eb89,0.0496,34,https://open.spotify.com/track/0RmEn2jcbyrLV4em3bnDZJ,1992,0.281,0.563,https://p.scdn.co/mp3-preview/f8d25a5c2aeec8035bf5fb2016283770a4cfeaa6?cid=b1f28da8553c44beb65edac3ed1abac7,0.806,95.188,1.49e-05,2,323400,Damn I Wish I Was Your Lover,Sophie B. Hawkins,0.363,0,1,4,-6.826,0.42
38,https://i.scdn.co/image/70c9e7e517b8eeb12a1cc261d2a32f2e46660668,0.0291,35,https://open.spotify.com/track/6AwWq4bywkc64QXtF7w94l,1992,0.0233,0.609,https://p.scdn.co/mp3-preview/8214c44a78a4c9024204e6ed09bfdec422d3abc3?cid=b1f28da8553c44beb65edac3ed1abac7,0.551,127.956,0,6,256040,Tell Me What You Want Me To Do,Tevin Campbell,0.234,0,1,4,-7.93,0.512
45,https://i.scdn.co/image/94fbdac812bcdfeed48206fc925951f9f6967ab6,0.0343,36,https://open.spotify.com/track/5kVSEpbyuLIVuPM1i2KivC,1992,0.00265,0.674,https://p.scdn.co/mp3-preview/7519c5f4908f314f256fa64af9dd160911f12715?cid=b1f28da8553c44beb65edac3ed1abac7,0.707,104.854,0.00214,10,336560,Ain't 2 Proud 2 Beg,TLC,0.352,0,0,4,-10.799,0.712
46,https://i.scdn.co/image/f4292492b99e32b61aff331071678d70f84f0780,0.0322,37,https://open.spotify.com/track/264JdkdtNRAGL4M4PnDYHC,1992,0.913,0.199,,0.227,73.861,0,4,168626,It's So Hard To Say Goodbye To Yesterday,Boyz II Men,0.176,0,1,5,-10.927,0.259
73,https://i.scdn.co/image/f6e02ce8bc9e91afa0e220703072c20bf72c72c5,0.05,39,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,1992,0.254,0.397,,0.396,142.913,0,3,354320,Bohemian Rhapsody,Queen,0.268,0,1,4,-9.91,0.227
48,https://i.scdn.co/image/04684b3e7a2a53f0261c097046359c0afad7315f,0.164,40,https://open.spotify.com/track/1aaoIHFT9UqhlaEwLAhh00,1992,0.0241,0.822,,0.661,99.883,3.95e-06,1,272706,Tennessee,Arrested Development,0.315,0,0,4,-10.234,0.67
42,https://i.scdn.co/image/2424877af9fa273690b688462c5afbad678c5072,0.0355,42,https://open.spotify.com/track/5UVcgBRW78CCcKCopEGAST,1992,0.0067,0.811,https://p.scdn.co/mp3-preview/ea8752e1257968e7fdab8055f8561343a243f3d8?cid=b1f28da8553c44beb65edac3ed1abac7,0.53,107.853,0.0285,2,307000,Make It Happen,Mariah Carey,0.0801,0,0,4,-8.537,0.75
50,https://i.scdn.co/image/3c4fc90b670cd8a56bb8212108c4c01e497d5032,0.0776,43,https://open.spotify.com/track/0LHzd11GIXVmND7TfQnGiy,1992,0.3,0.657,,0.716,131.868,3.5e-06,0,323453,Bennie And The Jets,Elton John,0.679,0,1,4,-7.464,0.8
46,https://i.scdn.co/image/db39ff65e5b94f63f327c17cc5cb773ff2dfb9d3,0.161,44,https://open.spotify.com/track/3rcNGUOJ0mPOUcAFUlEyT3,1992,0.0489,0.759,https://p.scdn.co/mp3-preview/dfeb3ccbe5a2ef7b85b1043fff52ef05b56a2a74?cid=b1f28da8553c44beb65edac3ed1abac7,0.834,98.979,0,7,252186,Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn,0.26,0,1,4,-5.13,0.763
48,https://i.scdn.co/image/1810339424203c4950e54aaf2010cef801bab861,0.0371,45,https://open.spotify.com/track/6DfE5Zb6Fi57Nufe7s0lLP,1992,0.526,0.506,https://p.scdn.co/mp3-preview/57c47cf1b4e181c0e545ab5b0af4321c52dc57bd?cid=b1f28da8553c44beb65edac3ed1abac7,0.597,96.603,0.000278,8,227360,Stay,Shakespears Sister,0.065,0,1,4,-7.336,0.163
45,https://i.scdn.co/image/dbe84bbd670535e3cb7956cbf19059efc1b16e41,0.0828,46,https://open.spotify.com/track/4ZnKSrukEcPuMxGrcZEEh1,1992,0.0395,0.853,,0.889,124.542,6.88e-06,1,333626,2 Legit 2 Quit - feat. Saja,MC Hammer,0.0313,0,1,4,-6.771,0.659
35,https://i.scdn.co/image/3cbef8a8f123131de85a42a861578e03741ffd00,0.0375,47,https://open.spotify.com/track/41DTJjf2ZT7dTuZOKBNKbb,1992,0.0437,0.725,https://p.scdn.co/mp3-preview/387b88cc2bd309fb5fd1bc2f27a99f834b973551?cid=b1f28da8553c44beb65edac3ed1abac7,0.954,120.248,0.0857,8,373600,Please Don't Go,K.W.S.,0.132,0,1,4,-7.234,0.594
59,https://i.scdn.co/image/218bb878e2ccf436feee806cdbb4fec9a36d4dc4,0.0521,48,https://open.spotify.com/track/18sytW2s53Of6NVudQyUlH,1992,0.117,0.666,,0.531,137.17,1.39e-06,7,356960,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,0.039,0,0,4,-9.881,0.551
32,https://i.scdn.co/image/d09d1f727425c0418a593a09bf42dee549217ea9,0.0331,49,https://open.spotify.com/track/7EE5va6hu88TSdtbXrEl0J,1992,0.581,0.353,https://p.scdn.co/mp3-preview/e4c52e6e07fe12fa088b822a3a73cffd004e2dc6?cid=b1f28da8553c44beb65edac3ed1abac7,0.544,88.898,9.95e-05,5,281200,Wishing On a Star,The Cover Girls,0.0835,0,0,4,-10.812,0.48
45,https://i.scdn.co/image/460af65614e2e447107beb1e190c2576fd6107d4,0.0443,51,https://open.spotify.com/track/6FBlxkA9VKafooUNAi4W3p,1992,0.256,0.543,https://p.scdn.co/mp3-preview/063fc247e642c3c5dae059f457e2defb2050c54c?cid=b1f28da8553c44beb65edac3ed1abac7,0.266,79.992,0.00093,1,250693,I'd Die Without You,P.M. Dawn,0.0993,0,1,4,-18.813,0.343
28,https://i.scdn.co/image/139d3057c0540629afd5976ca2e2c88257fe4103,0.0451,52,https://open.spotify.com/track/2GwDKcTJlvoRDaJXkA7ULJ,1992,0.329,0.594,,0.883,89.997,8.33e-05,5,239493,Good For Me,Amy Grant,0.276,0,1,4,-4.279,0.863
56,https://i.scdn.co/image/25ece6ff09809ee5c3c87f40d7890fa8bff64771,0.0788,53,https://open.spotify.com/track/2GHYJ0dhVds3PODKnTdiGE,1992,0.0558,0.6,https://p.scdn.co/mp3-preview/4791a5807bca793c0fca00fd34cfce8b37e74a35?cid=b1f28da8553c44beb65edac3ed1abac7,0.811,124.303,6.82e-06,5,196333,All I Want,Toad The Wet Sprocket,0.109,0,1,4,-7.693,0.622
63,https://i.scdn.co/image/cb9d08a9e57676b166568876fa02ddd55819d1a6,0.0296,54,https://open.spotify.com/track/3ascnOSOR5MX901ylGuhcl,1992,0.2,0.476,https://p.scdn.co/mp3-preview/aada5eca5f952667d9b175886defdde2c39b5403?cid=b1f28da8553c44beb65edac3ed1abac7,0.363,164.555,0,1,231066,When a Man Loves a Woman,Michael Bolton,0.055,0,1,3,-10.706,0.243
49,https://i.scdn.co/image/0e66aef0b7d37c9d13f7353603b17128042f778c,0.0508,55,https://open.spotify.com/track/0No5Hr1LxZjJHGsQSTy2bm,1992,0.499,0.914,https://p.scdn.co/mp3-preview/deff6319204747d352cd53ed0c072c48fe8d94ff?cid=b1f28da8553c44beb65edac3ed1abac7,0.528,107.557,4.38e-06,3,241360,I Can't Dance - 2007 Remastered Version,Genesis,0.0454,0,1,4,-9.114,0.898
53,https://i.scdn.co/image/cc8b44904298ad69c9346f004f8e2be8a03a41b8,0.0262,56,https://open.spotify.com/track/6aILdORvFPD0mO7y5q8O1t,1992,0.176,0.674,,0.546,124.845,0.0045,7,316733,Hazard,Richard Marx,0.0672,0,0,4,-11.461,0.63
50,https://i.scdn.co/image/59b552d77c7c5dde55cd2ae1a98e512219823369,0.028,57,https://open.spotify.com/track/50JK22El2PTIzZBU2liLDI,1992,0.00168,0.674,,0.681,99.773,0.00777,8,243586,Mysterious Ways,U2,0.103,0,1,4,-8.006,0.734
51,https://i.scdn.co/image/9a60ed4162d22cdb7d07ddb182e4183845dd1b1a,0.076,58,https://open.spotify.com/track/4KjPPpRbthW8dSNdisR2Wi,1992,0.0211,0.659,https://p.scdn.co/mp3-preview/4cc0fa0e0905dbe0bea6a866e062491893dac8dd?cid=b1f28da8553c44beb65edac3ed1abac7,0.893,98.262,0.308,1,224933,Too Funky - Single Edit,George Michael,0.72,0,1,4,-8.324,0.756
38,https://i.scdn.co/image/e0ac4e5c54e6b1661a4c8a7b860049ca0fe47998,0.0321,59,https://open.spotify.com/track/2QVHmiFTjFsHyxONRdbkcq,1992,0.281,0.404,,0.51,80.643,6.32e-06,9,227266,How Do You Talk To An Angel,The Heights,0.0789,0,1,4,-11.353,0.526
61,https://i.scdn.co/image/59b552d77c7c5dde55cd2ae1a98e512219823369,0.0297,60,https://open.spotify.com/track/3G69vJMWsX6ZohTykad2AU,1992,0.254,0.552,,0.537,90.692,0.002,0,276186,One,U2,0.117,0,1,4,-8.768,0.34
31,https://i.scdn.co/image/fa9c772efdf96e0e3287faefbd00659184ddfa96,0.0431,61,https://open.spotify.com/track/0s2AuUkqr6BN5GjLoTbjaw,1992,0.00287,0.78,,0.818,104.991,0.0134,6,270200,Keep On Walkin',CeCe Peniston,0.117,0,1,4,-8.197,0.669
35,https://i.scdn.co/image/0e66aef0b7d37c9d13f7353603b17128042f778c,0.0295,62,https://open.spotify.com/track/0qbhFj4bVrguIZViOJOs36,1992,0.618,0.465,https://p.scdn.co/mp3-preview/0db373144c7db537c6d8114cf4134fd9cca72db2?cid=b1f28da8553c44beb65edac3ed1abac7,0.365,171.904,0.0113,5,276373,Hold On My Heart - 2007 Remastered Version,Genesis,0.0747,0,0,4,-12.633,0.265
27,https://i.scdn.co/image/97561979a58ccc37e132d926556593925865b78a,0.0364,63,https://open.spotify.com/track/5LLRxnEQAbnQNzLK0mAC2R,1992,0.261,0.673,https://p.scdn.co/mp3-preview/9e82e71ffea95e0860ecc5696bb7a45831238fec?cid=b1f28da8553c44beb65edac3ed1abac7,0.888,110.772,0.000134,1,275466,The Way I Feel About You,Karyn White,0.234,0,1,4,-7.056,0.801
42,https://i.scdn.co/image/a9821f7e0161325d14e3f3d63ac319ff5603c30b,0.249,65,https://open.spotify.com/track/4Gv46S98aguDKuKTrbRBus,1992,0.0411,0.865,https://p.scdn.co/mp3-preview/3cd1e818d1a05cf83ae178bd2937304c0594cb28?cid=b1f28da8553c44beb65edac3ed1abac7,0.778,103.008,0,1,248333,Warm It Up,Kris Kross,0.303,0,1,4,-10.05,0.763
55,https://i.scdn.co/image/0ff8d93c8ffd52b14c30a00db33ef8dab7b4f19d,0.0685,66,https://open.spotify.com/track/5Fy40smNxk0j5OpFMtvfaU,1992,0.117,0.876,https://p.scdn.co/mp3-preview/3c2d5625f5b912566d85bc2850b56e0467370e72?cid=b1f28da8553c44beb65edac3ed1abac7,0.782,110.494,0.000721,11,390573,In the Closet,Michael Jackson,0.149,0,0,4,-3.777,0.622
55,https://i.scdn.co/image/05e347b19082d4dfa6a736d0cf02dc337909c6dc,0.217,67,https://open.spotify.com/track/5thts3213xwSroRd11fv5A,1992,0.0074,0.844,,0.609,91.117,0,10,296333,People Everyday - Metamorphosis Mix,Arrested Development,0.563,0,1,4,-10.675,0.725
37,https://i.scdn.co/image/0e66aef0b7d37c9d13f7353603b17128042f778c,0.0251,68,https://open.spotify.com/track/6YsCavQbx3YITYsnIKvF3j,1992,0.133,0.658,https://p.scdn.co/mp3-preview/325bd9b9b8771433c3e716fe8abc02a913a63d40?cid=b1f28da8553c44beb65edac3ed1abac7,0.595,103.975,0.000358,4,399106,No Son Of Mine - 2007 Remastered Version,Genesis,0.0978,0,0,4,-8.704,0.256
30,https://i.scdn.co/image/a41adcc64c8df4d0736884789f48ca928208fb9f,0.113,69,https://open.spotify.com/track/2U25Ne3teRZLF1wsRnjcfW,1992,0.182,0.765,,0.358,105.415,0.238,8,307266,Wildside,Marky Mark And The Funky Bunch,0.1,0,0,4,-15.551,0.226
38,https://i.scdn.co/image/215fd76df37bec3686f1daee0b8392628936389e,0.0294,70,https://open.spotify.com/track/2jstyP5wqWuPfH8GCRUrwr,1992,0.0804,0.507,,0.581,128.095,3.19e-06,7,371173,Do I Have To Say The Words?,Bryan Adams,0.167,0,1,4,-9.315,0.485
62,https://i.scdn.co/image/5dff051e4d3c118f50e96ad09a10dc1ff28d730b,0.0342,71,https://open.spotify.com/track/263aNAQCeFSWipk896byo6,1992,0.000972,0.526,https://p.scdn.co/mp3-preview/00b147aa44994cf24c63165fecfcd5c0ff441459?cid=b1f28da8553c44beb65edac3ed1abac7,0.762,136.203,0.000116,0,214400,Friday I'm In Love,The Cure,0.338,0,0,4,-12.437,0.505
49,https://i.scdn.co/image/fcab8ed7ab6c2058332d5016684c209057495c8f,0.0516,72,https://open.spotify.com/track/1O2ACd0zg4GYgQRhLBGYDV,1992,0.00878,0.494,,0.817,122.671,2.26e-06,1,255160,Everything About You,Ugly Kid Joe,0.0958,1,1,4,-8.409,0.755
